X,Y,Z,TYPE,BOUND,com_area,mount,veg,port,h_dev,rivers,USAGE_ALL
75.0,252.0,107.643.830.817,land,no_bound,com_area,N,N,N,N,N,com_area
75.0,255.0,972.070.426.277,land,no_bound,com_area,N,N,N,N,N,com_area
75.0,258.0,109.937.417.392,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,261.0,133.027.849.883,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,264.0,128.698.101.357,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,267.0,123.089.612.124,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,270.0,118.372.176.568,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,273.0,118.401.687.644,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,276.0,111.158.960.977,land,no_bound,com_area,mount,N,N,N,N,com_areamount
75.0,279.0,953.365.221.917,land,bound,N,N,veg,N,N,N,veg
75.0,282.0,730.021.274.159,land,bound,N,N,veg,N,N,N,veg
75.0,285.0,727.178.779.079,land,no_bound,N,N,veg,N,N,N,veg
75.0,288.0,937.558.356.524,land,bound,com_area,N,N,N,N,N,com_area
75.0,291.0,942.225.603.588,land,no_bound,com_area,N,N,N,N,N,com_area
75.0,294.0,758.848.070.815,land,bound,com_area,N,N,N,N,N,com_area
75.0,297.0,634.435.526.147,land,bound,N,N,N,N,N,N,
75.0,300.0,287.643.494.950,land,no_bound,N,N,N,N,N,N,
75.0,303.0,285.610.992.991,land,no_bound,N,N,N,N,N,N,
75.0,306.0,381.761.643.551,land,no_bound,N,N,N,N,N,N,
75.0,309.0,443.745.032.747,land,no_bound,N,N,N,N,N,N,
75.0,312.0,650.935.254.521,land,no_bound,N,N,N,N,N,N,
75.0,315.0,736.000.606.009,land,bound,N,N,N,N,N,N,
75.0,318.0,658.100.231.434,land,no_bound,com_area,N,N,N,N,N,com_area
75.0,321.0,619.694.206.382,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,0.0,149.682.774.177,land,no_bound,N,N,N,N,N,N,
78.0,3.0,159.920.123.017,land,no_bound,N,N,N,N,N,N,
78.0,6.0,171.525.404.433,land,no_bound,N,N,N,N,N,N,
78.0,9.0,169.310.604.856,land,no_bound,N,N,N,N,N,N,
78.0,12.0,140.102.027.198,land,no_bound,N,N,N,N,N,N,
78.0,15.0,116.295.425.311,land,no_bound,N,N,N,N,N,N,
78.0,18.0,104.312.232.743,land,no_bound,N,N,N,N,N,N,
78.0,21.0,942.288.063.603,land,no_bound,N,N,N,N,N,N,
78.0,24.0,102.470.454.718,land,no_bound,N,N,N,N,N,N,
78.0,27.0,107.421.795.659,land,no_bound,N,N,N,N,N,N,
78.0,30.0,105.295.414.399,land,no_bound,N,N,N,N,N,N,
78.0,33.0,943.195.360.850,land,no_bound,N,N,N,N,N,N,
78.0,36.0,951.035.459.640,land,no_bound,N,N,N,N,N,N,
78.0,39.0,947.974.644.721,land,no_bound,N,N,N,N,N,N,
78.0,42.0,987.861.893.111,land,no_bound,N,N,N,N,N,N,
78.0,45.0,873.774.530.745,land,no_bound,N,N,veg,N,N,N,veg
78.0,48.0,602.161.613.829,land,no_bound,N,N,veg,N,N,N,veg
78.0,51.0,469.066.322.362,land,no_bound,N,N,veg,N,N,N,veg
78.0,54.0,425.045.889.565,land,no_bound,N,N,veg,N,N,N,veg
78.0,57.0,487.578.804.894,land,no_bound,N,N,veg,N,N,N,veg
78.0,60.0,512.812.054.153,land,no_bound,N,N,veg,N,N,N,veg
78.0,63.0,607.886.728.570,land,no_bound,N,N,veg,N,N,N,veg
78.0,66.0,737.237.535.985,land,no_bound,N,N,veg,N,N,N,veg
78.0,69.0,712.834.852.741,land,no_bound,N,N,veg,N,N,N,veg
78.0,72.0,556.070.068.770,land,no_bound,N,N,veg,N,N,N,veg
78.0,75.0,623.539.068.839,land,no_bound,N,N,N,N,N,N,
78.0,78.0,651.895.946.537,land,no_bound,N,N,N,N,N,N,
78.0,81.0,683.407.881.571,land,no_bound,N,N,N,N,N,N,
78.0,84.0,562.733.269.040,land,no_bound,N,N,N,N,N,N,
78.0,87.0,609.016.797.576,land,no_bound,N,N,N,N,N,N,
78.0,90.0,618.679.083.942,land,no_bound,N,N,N,N,N,N,
78.0,93.0,487.867.183.119,land,no_bound,N,N,N,N,N,N,
78.0,96.0,293.467.103.286,land,no_bound,N,N,veg,N,N,N,veg
78.0,99.0,142.075.968.719,land,no_bound,N,N,veg,N,N,N,veg
78.0,102.0,0.851742458916,land,no_bound,N,N,veg,N,N,N,veg
78.0,105.0,111.347.732.491,land,no_bound,N,N,veg,N,N,N,veg
78.0,108.0,255.873.504.066,land,no_bound,N,N,veg,N,N,N,veg
78.0,111.0,334.375.383.465,land,no_bound,N,N,veg,N,N,N,veg
78.0,114.0,308.113.381.346,land,no_bound,N,N,veg,N,N,N,veg
78.0,117.0,167.759.352.869,land,no_bound,N,N,veg,N,N,N,veg
78.0,120.0,274.697.295.331,land,no_bound,N,N,veg,N,N,N,veg
78.0,123.0,335.139.546.631,land,no_bound,N,N,veg,N,N,N,veg
78.0,126.0,423.460.021.274,land,no_bound,N,N,veg,N,N,N,veg
78.0,129.0,485.936.202.358,land,bound,N,N,veg,N,N,N,veg
78.0,132.0,572.368.522.028,land,no_bound,N,N,veg,N,N,N,veg
78.0,135.0,652.350.480.656,land,no_bound,N,N,N,N,N,N,
78.0,138.0,790.689.118.575,land,no_bound,N,N,N,N,N,N,
78.0,141.0,846.742.017.695,land,no_bound,N,N,N,N,N,N,
78.0,144.0,887.477.223.004,land,no_bound,N,N,N,N,N,N,
78.0,147.0,907.556.809.770,land,no_bound,N,N,N,N,N,N,
78.0,150.0,955.378.647.142,land,no_bound,N,N,N,N,N,N,
78.0,153.0,942.499.773.790,land,no_bound,N,N,N,N,N,N,
78.0,156.0,892.533.241.235,land,no_bound,N,mount,veg,N,N,N,mountveg
78.0,159.0,108.087.230.214,land,no_bound,N,mount,N,N,N,N,mount
78.0,162.0,118.723.397.417,land,no_bound,N,mount,N,N,N,N,mount
78.0,165.0,997.913.104.917,land,no_bound,N,N,veg,N,N,N,veg
78.0,168.0,598.412.392.187,land,no_bound,N,N,veg,N,N,N,veg
78.0,171.0,424.209.567.848,land,no_bound,N,N,veg,N,N,N,veg
78.0,174.0,457.091.420.164,land,no_bound,N,N,veg,N,N,N,veg
78.0,177.0,477.343.628.313,land,no_bound,N,N,veg,N,N,N,veg
78.0,180.0,646.485.398.165,land,bound,com_area,mount,veg,N,N,N,com_areamountveg
78.0,183.0,980.442.880.472,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,186.0,121.130.513.393,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,189.0,128.769.228.748,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,192.0,128.544.565.951,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,195.0,117.504.973.930,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,198.0,103.903.072.411,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,201.0,646.809.337.783,land,bound,N,N,veg,N,N,N,veg
78.0,204.0,580.991.023.278,land,no_bound,N,N,veg,N,N,N,veg
78.0,207.0,525.395.060.330,land,no_bound,N,N,veg,N,N,N,veg
78.0,210.0,583.046.484.137,land,no_bound,N,N,veg,N,N,N,veg
78.0,213.0,603.464.212.681,land,no_bound,N,N,veg,N,N,N,veg
78.0,216.0,627.006.660.577,land,bound,N,N,N,N,N,N,
78.0,219.0,804.287.720.358,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,222.0,101.527.497.020,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,225.0,119.179.130.313,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,228.0,123.713.450.616,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,231.0,129.350.055.432,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,234.0,126.758.137.239,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,237.0,120.212.566.110,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,240.0,122.729.624.763,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,243.0,144.927.585.093,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,246.0,131.099.656.058,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,249.0,113.084.422.837,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,252.0,101.936.336.838,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,255.0,952.626.358.012,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,258.0,107.420.075.569,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,261.0,136.415.913.660,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,264.0,139.156.525.126,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,267.0,128.961.013.952,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,270.0,124.007.571.078,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,273.0,123.125.136.120,land,no_bound,com_area,mount,N,N,N,N,com_areamount
78.0,276.0,109.403.764.698,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,279.0,957.411.779.824,land,bound,com_area,N,N,N,N,N,com_area
78.0,282.0,783.733.563.381,land,bound,N,N,veg,N,N,N,veg
78.0,285.0,638.545.256.154,land,bound,N,N,veg,N,N,N,veg
78.0,288.0,647.978.453.869,land,no_bound,N,N,veg,N,N,N,veg
78.0,291.0,628.603.044.940,land,bound,N,N,veg,N,N,N,veg
78.0,294.0,577.907.711.585,land,no_bound,N,N,veg,N,N,N,veg
78.0,297.0,563.255.584.771,land,no_bound,N,N,veg,N,N,N,veg
78.0,300.0,287.828.742.674,land,no_bound,N,N,N,N,N,N,
78.0,303.0,269.283.284.809,land,no_bound,N,N,N,N,N,N,
78.0,306.0,351.990.153.148,land,no_bound,N,N,N,N,N,N,
78.0,309.0,453.477.582.554,land,no_bound,N,N,N,N,N,N,
78.0,312.0,623.251.273.895,land,no_bound,N,N,N,N,N,N,
78.0,315.0,712.057.505.954,land,bound,com_area,N,N,N,N,N,com_area
78.0,318.0,673.841.910.437,land,no_bound,com_area,N,N,N,N,N,com_area
78.0,321.0,717.849.863.300,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,0.0,149.984.302.047,land,no_bound,N,N,N,N,N,N,
81.0,3.0,152.111.062.739,land,no_bound,N,N,N,N,N,N,
81.0,6.0,147.642.418.789,land,no_bound,N,N,N,N,N,N,
81.0,9.0,147.069.255.576,land,no_bound,N,N,N,N,N,N,
81.0,12.0,138.072.919.810,land,no_bound,N,N,N,N,N,N,
81.0,15.0,128.320.244.085,land,no_bound,N,N,N,N,N,N,
81.0,18.0,990.416.840.202,land,no_bound,N,N,N,N,N,N,
81.0,21.0,764.344.631.635,land,no_bound,N,N,N,N,N,N,
81.0,24.0,767.654.126.681,land,no_bound,N,N,N,N,N,N,
81.0,27.0,798.368.461.253,land,no_bound,N,N,N,N,N,N,
81.0,30.0,785.727.902.390,land,no_bound,N,N,N,N,N,N,
81.0,33.0,769.150.260.543,land,no_bound,N,N,N,N,N,N,
81.0,36.0,820.581.323.974,land,no_bound,N,N,N,N,N,N,
81.0,39.0,842.440.724.598,land,no_bound,N,N,N,N,N,N,
81.0,42.0,722.156.877.031,land,no_bound,N,N,veg,N,N,N,veg
81.0,45.0,525.683.308.756,land,no_bound,N,N,veg,N,N,N,veg
81.0,48.0,452.420.271.988,land,no_bound,N,N,veg,N,N,N,veg
81.0,51.0,431.623.490.341,land,no_bound,N,N,veg,N,N,N,veg
81.0,54.0,470.296.528.882,land,no_bound,N,N,veg,N,N,N,veg
81.0,57.0,572.440.420.024,land,no_bound,N,N,veg,N,N,N,veg
81.0,60.0,686.198.591.233,land,no_bound,N,N,veg,N,N,N,veg
81.0,63.0,713.241.995.087,land,no_bound,N,N,veg,N,N,N,veg
81.0,66.0,792.164.089.119,land,no_bound,N,N,veg,N,N,N,veg
81.0,69.0,777.184.200.428,land,no_bound,N,N,N,N,N,N,
81.0,72.0,631.848.405.797,land,no_bound,N,N,N,N,N,N,
81.0,75.0,748.933.722.876,land,no_bound,N,N,N,N,N,N,
81.0,78.0,831.373.058.638,land,no_bound,N,N,N,N,N,N,
81.0,81.0,888.447.036.564,land,no_bound,N,N,N,N,N,N,
81.0,84.0,898.262.547.128,land,no_bound,N,N,N,N,N,N,
81.0,87.0,899.172.097.035,land,no_bound,N,N,N,N,N,N,
81.0,90.0,876.125.975.916,land,no_bound,N,N,N,N,N,N,
81.0,93.0,749.561.031.163,land,no_bound,N,N,N,N,N,N,
81.0,96.0,525.240.807.614,land,no_bound,N,N,N,N,N,N,
81.0,99.0,330.192.124.461,land,no_bound,N,N,veg,N,N,N,veg
81.0,102.0,263.830.479.762,land,no_bound,N,N,veg,N,N,N,veg
81.0,105.0,281.363.399.635,land,no_bound,N,N,veg,N,N,N,veg
81.0,108.0,322.175.877.535,land,no_bound,N,N,veg,N,N,N,veg
81.0,111.0,430.927.657.196,land,no_bound,N,N,veg,N,N,N,veg
81.0,114.0,382.822.257.650,land,no_bound,N,N,veg,N,N,N,veg
81.0,117.0,250.757.053.256,land,no_bound,N,N,veg,N,N,N,veg
81.0,120.0,257.606.396.589,land,no_bound,N,N,veg,N,N,N,veg
81.0,123.0,346.060.771.694,land,no_bound,N,N,veg,N,N,N,veg
81.0,126.0,468.674.972.620,land,no_bound,N,N,veg,N,N,N,veg
81.0,129.0,605.320.703.189,land,bound,N,N,veg,N,N,N,veg
81.0,132.0,617.657.180.247,land,bound,N,N,veg,N,N,N,veg
81.0,135.0,700.156.578.498,land,bound,N,N,veg,N,N,N,veg
81.0,138.0,796.576.749.436,land,no_bound,N,N,N,N,N,N,
81.0,141.0,846.782.225.650,land,no_bound,N,N,N,N,N,N,
81.0,144.0,893.272.796.963,land,no_bound,N,N,N,N,N,N,
81.0,147.0,914.658.862.626,land,no_bound,N,N,N,N,N,N,
81.0,150.0,947.751.443.651,land,no_bound,N,N,veg,N,N,N,veg
81.0,153.0,919.948.923.771,land,no_bound,N,mount,veg,N,N,N,mountveg
81.0,156.0,103.694.787.864,land,no_bound,N,mount,veg,N,N,N,mountveg
81.0,159.0,122.756.284.678,land,no_bound,N,mount,N,N,N,N,mount
81.0,162.0,115.083.573.546,land,no_bound,N,mount,N,N,N,N,mount
81.0,165.0,938.398.790.947,land,no_bound,N,N,N,N,N,N,
81.0,168.0,656.880.453.147,land,no_bound,N,N,veg,N,N,N,veg
81.0,171.0,440.965.283.752,land,no_bound,N,N,veg,N,N,N,veg
81.0,174.0,494.765.045.365,land,no_bound,N,N,veg,N,N,N,veg
81.0,177.0,580.435.032.457,land,no_bound,N,N,veg,N,N,N,veg
81.0,180.0,903.460.208.058,land,bound,N,mount,veg,N,N,N,mountveg
81.0,183.0,110.913.127.284,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,186.0,111.769.219.781,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,189.0,117.420.972.488,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,192.0,108.142.672.337,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,195.0,107.351.329.659,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,198.0,853.221.206.583,land,bound,N,N,N,N,N,N,
81.0,201.0,656.806.056.941,land,no_bound,N,N,veg,N,N,N,veg
81.0,204.0,593.932.112.496,land,no_bound,N,N,veg,N,N,N,veg
81.0,207.0,533.069.712.149,land,no_bound,N,N,veg,N,N,N,veg
81.0,210.0,544.237.158.990,land,no_bound,N,N,veg,N,N,N,veg
81.0,213.0,592.855.361.615,land,no_bound,N,N,veg,N,N,N,veg
81.0,216.0,641.697.241.061,land,bound,N,N,N,N,N,N,
81.0,219.0,907.196.165.257,land,bound,com_area,mount,N,N,N,N,com_areamount
81.0,222.0,107.897.683.593,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,225.0,109.873.615.275,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,228.0,112.055.428.483,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,231.0,107.521.758.806,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,234.0,105.498.846.171,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,237.0,109.716.481.770,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,240.0,106.544.270.305,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,243.0,130.780.471.693,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,246.0,122.054.680.490,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,249.0,107.896.479.345,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,252.0,899.663.015.941,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,255.0,903.616.567.690,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,258.0,968.609.787.252,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,261.0,123.164.206.372,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,264.0,133.258.749.565,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,267.0,123.339.871.838,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,270.0,129.849.667.224,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,273.0,131.403.134.581,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,276.0,106.444.939.965,land,no_bound,com_area,mount,N,N,N,N,com_areamount
81.0,279.0,918.162.372.482,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,282.0,841.283.488.139,land,bound,com_area,N,N,N,N,N,com_area
81.0,285.0,799.224.416.292,land,bound,N,N,veg,N,N,N,veg
81.0,288.0,61.693.937.559,land,bound,N,N,veg,N,N,N,veg
81.0,291.0,589.692.989.509,land,no_bound,N,N,veg,N,N,N,veg
81.0,294.0,736.666.171.240,land,no_bound,N,N,veg,N,N,N,veg
81.0,297.0,486.396.823.790,land,no_bound,N,N,veg,N,N,N,veg
81.0,300.0,329.554.185.582,land,no_bound,N,N,N,N,N,N,
81.0,303.0,340.601.602.312,land,no_bound,N,N,veg,N,N,N,veg
81.0,306.0,324.587.445.242,land,bound,N,N,veg,N,N,N,veg
81.0,309.0,442.194.503.134,land,no_bound,N,N,veg,N,N,N,veg
81.0,312.0,591.844.886.330,land,no_bound,N,N,N,N,N,N,
81.0,315.0,715.933.300.661,land,bound,N,N,N,N,N,N,
81.0,318.0,729.202.169.189,land,no_bound,com_area,N,N,N,N,N,com_area
81.0,321.0,733.676.061.791,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,0.0,148.833.572.927,land,no_bound,N,N,N,N,N,N,
84.0,3.0,145.559.302.631,land,no_bound,N,N,N,N,N,N,
84.0,6.0,139.643.893.311,land,no_bound,N,N,N,N,N,N,
84.0,9.0,136.306.363.621,land,no_bound,N,N,N,N,N,N,
84.0,12.0,133.094.109.536,land,no_bound,N,N,N,N,N,N,
84.0,15.0,128.403.456.932,land,no_bound,N,N,N,N,N,N,
84.0,18.0,105.523.564.677,land,no_bound,N,N,N,N,N,N,
84.0,21.0,807.692.702.672,land,no_bound,N,N,N,N,N,N,
84.0,24.0,836.694.788.044,land,no_bound,N,N,N,N,N,N,
84.0,27.0,788.842.847.933,land,no_bound,N,N,N,N,N,N,
84.0,30.0,768.656.035.987,land,no_bound,N,N,N,N,N,N,
84.0,33.0,873.162.286.914,land,no_bound,N,N,N,N,N,N,
84.0,36.0,778.927.781.305,land,no_bound,N,N,N,N,N,N,
84.0,39.0,588.058.693.726,land,no_bound,N,N,veg,N,N,N,veg
84.0,42.0,462.787.197.092,land,no_bound,N,N,veg,N,N,N,veg
84.0,45.0,467.018.510.560,land,no_bound,N,N,veg,N,N,N,veg
84.0,48.0,596.368.853.442,land,no_bound,N,N,veg,N,N,N,veg
84.0,51.0,551.636.977.178,land,no_bound,N,N,veg,N,N,N,veg
84.0,54.0,558.769.880.070,land,no_bound,N,N,veg,N,N,N,veg
84.0,57.0,673.960.254.507,land,no_bound,N,N,veg,N,N,N,veg
84.0,60.0,765.803.874.732,land,no_bound,N,N,N,N,N,N,
84.0,63.0,810.698.524.199,land,no_bound,N,N,N,N,N,N,
84.0,66.0,810.011.133.309,land,no_bound,N,N,N,N,N,N,
84.0,69.0,869.930.653.164,land,no_bound,N,N,N,N,N,N,
84.0,72.0,865.145.723.157,land,no_bound,N,N,N,N,N,N,
84.0,75.0,891.460.737.832,land,no_bound,N,N,N,N,N,N,
84.0,78.0,903.358.619.178,land,no_bound,N,N,N,N,N,N,
84.0,81.0,896.621.192.842,land,no_bound,N,N,N,N,N,N,
84.0,84.0,892.843.314.287,land,no_bound,N,N,N,N,N,N,
84.0,87.0,889.363.185.964,land,no_bound,N,N,N,N,N,N,
84.0,90.0,887.519.350.065,land,no_bound,N,N,N,N,N,N,
84.0,93.0,880.782.398.457,land,no_bound,N,N,N,N,N,N,
84.0,96.0,814.315.417.563,land,no_bound,N,N,N,N,N,N,
84.0,99.0,611.588.014.037,land,no_bound,N,N,N,N,N,N,
84.0,102.0,463.990.579.363,land,no_bound,N,N,veg,N,N,N,veg
84.0,105.0,486.292.750.722,land,no_bound,N,N,veg,N,N,N,veg
84.0,108.0,583.453.382.657,land,no_bound,N,N,N,N,N,N,
84.0,111.0,663.014.141.142,land,no_bound,N,N,N,N,N,N,
84.0,114.0,542.597.883.488,land,no_bound,N,N,N,N,N,N,
84.0,117.0,416.726.477.936,land,no_bound,N,N,N,N,N,N,
84.0,120.0,402.947.239.891,land,no_bound,N,N,veg,N,N,N,veg
84.0,123.0,448.574.452.638,land,no_bound,N,N,veg,N,N,N,veg
84.0,126.0,548.894.340.439,land,no_bound,N,N,veg,N,N,N,veg
84.0,129.0,683.915.115.058,land,no_bound,N,N,N,N,N,N,
84.0,132.0,764.377.185.747,land,no_bound,N,N,N,N,N,N,
84.0,135.0,713.149.515.676,land,bound,N,N,veg,N,N,N,veg
84.0,138.0,776.129.669.835,land,no_bound,N,N,veg,N,N,N,veg
84.0,141.0,848.620.131.622,land,no_bound,N,N,N,N,N,N,
84.0,144.0,887.133.431.497,land,no_bound,N,N,veg,N,N,N,veg
84.0,147.0,900.638.652.858,land,no_bound,N,N,veg,N,N,N,veg
84.0,150.0,909.819.841.407,land,no_bound,N,N,veg,N,N,N,veg
84.0,153.0,977.027.907.356,land,no_bound,N,mount,veg,N,N,N,mountveg
84.0,156.0,110.982.867.858,land,no_bound,N,mount,N,N,N,N,mount
84.0,159.0,116.261.501.312,land,no_bound,N,mount,N,N,N,N,mount
84.0,162.0,114.483.320.491,land,no_bound,N,N,N,N,N,N,
84.0,165.0,952.832.796.087,land,no_bound,N,N,N,N,N,N,
84.0,168.0,729.787.445.066,land,no_bound,N,N,veg,N,N,N,veg
84.0,171.0,467.753.348.981,land,no_bound,N,N,veg,N,N,N,veg
84.0,174.0,502.838.564.612,land,no_bound,N,N,veg,N,N,N,veg
84.0,177.0,648.180.888.726,land,no_bound,N,N,veg,N,N,N,veg
84.0,180.0,905.007.496.840,land,bound,N,N,N,N,N,N,
84.0,183.0,110.184.606.439,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,186.0,105.831.468.923,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,189.0,103.355.819.336,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,192.0,111.088.130.286,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,195.0,919.635.524.582,land,bound,com_area,N,N,N,N,N,com_area
84.0,198.0,684.975.383.064,land,no_bound,N,N,veg,N,N,N,veg
84.0,201.0,625.386.782.343,land,no_bound,N,N,veg,N,N,N,veg
84.0,204.0,591.720.798.625,land,no_bound,N,N,veg,N,N,N,veg
84.0,207.0,543.360.531.366,land,no_bound,N,N,veg,N,N,N,veg
84.0,210.0,528.162.863.580,land,no_bound,N,N,veg,N,N,N,veg
84.0,213.0,575.742.090.706,land,no_bound,N,N,veg,N,N,N,veg
84.0,216.0,687.200.645.953,land,no_bound,N,N,N,N,N,N,
84.0,219.0,902.233.818.130,land,bound,com_area,N,N,N,N,N,com_area
84.0,222.0,106.006.863.245,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,225.0,112.326.269.199,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,228.0,101.794.644.881,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,231.0,101.548.946.784,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,234.0,101.463.286.824,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,237.0,107.147.262.973,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,240.0,115.509.713.097,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,243.0,103.668.169.256,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,246.0,981.987.637.180,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,249.0,921.932.172.806,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,252.0,889.877.176.990,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,255.0,880.011.136.756,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,258.0,879.877.289.158,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,261.0,899.152.990.411,land,no_bound,com_area,N,N,N,N,N,com_area
84.0,264.0,112.925.890.467,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,267.0,123.700.693.201,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,270.0,130.711.174.132,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,273.0,119.823.674.193,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,276.0,107.647.039.527,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,279.0,999.666.387.509,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,282.0,907.665.759.948,land,no_bound,com_area,mount,N,N,N,N,com_areamount
84.0,285.0,902.158.384.163,land,bound,com_area,N,N,N,N,N,com_area
84.0,288.0,825.197.041.719,land,no_bound,N,N,N,N,N,N,
84.0,291.0,568.814.346.465,land,bound,N,N,veg,N,N,N,veg
84.0,294.0,561.201.064.008,land,no_bound,N,N,veg,N,N,N,veg
84.0,297.0,434.555.208.701,land,no_bound,N,N,veg,N,N,N,veg
84.0,300.0,410.373.911.889,land,bound,N,N,veg,N,N,N,veg
84.0,303.0,388.344.350.239,land,bound,N,N,veg,N,N,N,veg
84.0,306.0,437.986.615.257,land,no_bound,N,N,veg,N,N,N,veg
84.0,309.0,497.960.180.303,land,bound,N,N,veg,N,N,N,veg
84.0,312.0,649.041.075.080,land,bound,N,N,N,N,N,N,
84.0,315.0,807.849.382.827,land,bound,N,N,N,N,N,N,
84.0,318.0,903.582.642.536,land,bound,com_area,N,N,N,N,N,com_area
84.0,321.0,914.484.059.837,land,no_bound,com_area,N,N,N,N,N,com_area
87.0,0.0,143.714.969.115,land,no_bound,N,N,N,N,N,N,
87.0,3.0,137.435.156.414,land,no_bound,N,N,N,N,N,N,
87.0,6.0,133.486.328.393,land,no_bound,N,N,N,N,N,N,
87.0,9.0,129.533.114.453,land,no_bound,N,N,N,N,N,N,
87.0,12.0,127.571.074.524,land,no_bound,N,N,N,N,N,N,
87.0,15.0,122.983.643.021,land,no_bound,N,N,N,N,N,N,
87.0,18.0,107.909.616.196,land,no_bound,N,N,N,N,N,N,
87.0,21.0,838.565.510.752,land,no_bound,N,N,N,N,N,N,
87.0,24.0,850.671.433.727,land,no_bound,N,N,N,N,N,N,
87.0,27.0,897.770.551.963,land,no_bound,N,N,N,N,N,N,
87.0,30.0,921.650.722.066,land,no_bound,N,N,N,N,N,N,
