0.0,0.0,9.2967,2,6,0
0.0,3.0,8.44872123766,2,6,0
0.0,6.0,7.44293127924,2,6,0
0.0,9.0,6.71496108834,2,6,0
0.0,12.0,6.68663486098,2,6,0
0.0,15.0,6.76507278752,2,6,0
0.0,18.0,8.65163194972,2,6,0
0.0,21.0,8.17211643043,2,6,0
0.0,24.0,8.39580975940,2,6,0
0.0,27.0,9.67802865970,2,6,0
0.0,30.0,10.0213007078,2,6,0
0.0,33.0,11.3419615232,2,6,0
0.0,36.0,9.82262605290,2,6,0
0.0,39.0,8.59543270379,2,6,0
0.0,42.0,8.48023704108,2,6,0
0.0,45.0,8.18822333037,2,6,0
0.0,48.0,6.24748770204,2,6,0
0.0,51.0,4.32769694908,2,6,0
0.0,54.0,3.84737620420,2,6,0
0.0,57.0,2.89301495476,2,6,0
0.0,60.0,0.759465763571,2,6,0
0.0,63.0,1.06134122138,2,6,0
0.0,66.0,1.46843854215,2,6,0
0.0,69.0,0.156067632854,2,6,0
0,72,0,1,6,0
0,75,0,1,6,0
0,78,0,1,6,0
0,81,0,1,6,0
0,84,0,1,6,0
0,87,0,1,6,0
0,90,0,1,6,0
0,93,0,1,6,0
0,96,0,1,6,0
0,99,0,1,6,0
0,102,0,1,6,0
0,105,0,1,6,0
0,108,0,1,6,0
0,111,0,1,6,0
0,114,0,1,6,0
0,117,0,1,6,0
0,120,0,1,6,0
0,123,0,1,6,0
0,126,0,1,6,0
0,129,0,1,6,0
0,132,0,1,6,0
0,135,0,1,6,0
0,138,0,1,6,0
0,141,0,1,6,0
0,144,0,1,6,0
0,147,0,1,6,0
0,150,0,1,6,0
0,153,0,1,6,0
0,156,0,1,6,0
0,159,0,1,6,0
0,162,0,1,6,0
0,165,0,1,6,0
0,168,0,1,6,0
0,171,0,1,6,0
0,174,0,1,6,0
0,177,0,1,6,0
0,180,0,1,6,0
0,183,0,1,6,0
0,186,0,1,6,0
0,189,0,1,6,0
0,192,0,1,6,0
0,195,0,1,6,0
0,198,0,1,6,0
0,201,0,1,6,0
0,204,0,1,6,0
0,207,0,1,6,0
0,210,0,1,6,0
0,213,0,1,6,0
0,216,0,1,6,0
0,219,0,1,6,0
0,222,0,1,6,0
0,225,0,1,6,0
0,228,0,1,6,0
0,231,0,1,6,0
0,234,0,1,6,0
0,237,0,1,6,0
0,240,0,1,6,0
0,243,0,1,6,0
0,246,0,1,6,0
0,249,0,1,6,0
0,252,0,1,6,0
0,255,0,1,6,0
0,258,0,1,6,0
0,261,0,1,6,0
0,264,0,1,6,0
0,267,0,1,6,0
0,270,0,1,6,0
0,273,0,1,6,0
0,276,0,1,6,0
0,279,0,1,6,0
0,282,0,1,6,0
0,285,0,1,6,0
0,288,0,1,6,0
0,291,0,1,6,0
0,294,0,1,6,0
0,297,0,1,6,0
0,300,0,1,6,0
0,303,0,1,6,0
0,306,0,1,6,0
0,309,0,1,6,0
0,312,0,1,6,0
0,315,0,1,6,0
0,318,0,1,6,0
0,321,0,1,6,0
3.0,0.0,8.18957301816,2,6,0
3.0,3.0,7.73404235687,2,6,0
3.0,6.0,7.22739735307,2,6,0
3.0,9.0,6.74333145662,2,6,0
3.0,12.0,6.80333167624,2,6,0
3.0,15.0,7.45779793113,2,6,0
3.0,18.0,8.78058649863,2,6,0
3.0,21.0,10.3258959351,2,6,0
3.0,24.0,11.4115312456,2,6,0
3.0,27.0,12.3064093209,2,6,0
3.0,30.0,11.6723170331,2,6,0
3.0,33.0,10.6239360668,2,6,0
3.0,36.0,9.49776283692,2,6,0
3.0,39.0,9.05692997898,2,6,0
3.0,42.0,8.67223174528,2,6,0
3.0,45.0,8.43990969843,2,6,0
3.0,48.0,8.83916248820,2,6,0
3.0,51.0,8.57796236799,2,6,0
3.0,54.0,7.23919139048,2,6,0
3.0,57.0,5.73650435876,2,3,0
3.0,60.0,3.14737342511,2,6,0
3.0,63.0,3.81743821561,2,6,0
3.0,66.0,4.92312417766,2,6,0
3.0,69.0,3.59584435485,2,6,0
3.0,72.0,1.05426650782,2,6,0
3.0,75.0,0.12893215693,2,6,0
3,78,0,1,6,0
3,81,0,1,6,0
3,84,0,1,6,0
3,87,0,1,6,0
3,90,0,1,6,0
3,93,0,1,6,0
3,96,0,1,6,0
3,99,0,1,6,0
3,102,0,1,6,0
3,105,0,1,6,0
3,108,0,1,6,0
3,111,0,1,6,0
3,114,0,1,6,0
3,117,0,1,6,0
3,120,0,1,6,0
3,123,0,1,6,0
3,126,0,1,6,0
3,129,0,1,6,0
3,132,0,1,6,0
3,135,0,1,6,0
3,138,0,1,6,0
3,141,0,1,6,0
3,144,0,1,6,0
3,147,0,1,6,0
3,150,0,1,6,0
3,153,0,1,6,0
3,156,0,1,6,0
3,159,0,1,6,0
3,162,0,1,6,0
3,165,0,1,6,0
3,168,0,1,6,0
3,171,0,1,6,0
3,174,0,1,6,0
3,177,0,1,6,0
3,180,0,1,6,0
3,183,0,1,6,0
3,186,0,1,6,0
3,189,0,1,6,0
3,192,0,1,6,0
3,195,0,1,6,0
3,198,0,1,6,0
3,201,0,1,6,0
3,204,0,1,6,0
3,207,0,1,6,0
3,210,0,1,6,0
3,213,0,1,6,0
3,216,0,1,6,0
3,219,0,1,6,0
3,222,0,1,6,0
3,225,0,1,6,0
3,228,0,1,6,0
3,231,0,1,6,0
3,234,0,1,6,0
3,237,0,1,6,0
3,240,0,1,6,0
3,243,0,1,6,0
3,246,0,1,6,0
3,249,0,1,6,0
3,252,0,1,6,0
3,255,0,1,6,0
3,258,0,1,6,0
3,261,0,1,6,0
3,264,0,1,6,0
3,267,0,1,6,0
3,270,0,1,6,0
3,273,0,1,6,0
3,276,0,1,6,0
3,279,0,1,6,0
3,282,0,1,6,0
3,285,0,1,6,0
3,288,0,1,6,0
3,291,0,1,6,0
3,294,0,1,6,0
3,297,0,1,6,0
3,300,0,1,6,0
3,303,0,1,6,0
3,306,0,1,6,0
3,309,0,1,6,0
3,312,0,1,6,0
3,315,0,1,6,0
3,318,0,1,6,0
3,321,0,1,6,0
6.0,0.0,7.86056245453,2,6,0
6.0,3.0,7.63569507222,2,6,0
6.0,6.0,7.68447898973,2,6,0
6.0,9.0,7.93236372499,2,6,0
6.0,12.0,8.68579432968,2,6,0
6.0,15.0,9.93330116384,2,6,0
6.0,18.0,11.5570528765,2,6,0
6.0,21.0,12.9260695301,2,6,0
6.0,24.0,13.2910011931,2,6,0
6.0,27.0,13.1235154901,2,6,0
6.0,30.0,12.6383848837,2,6,0
6.0,33.0,11.7244076311,2,6,0
6.0,36.0,9.83666265203,2,6,0
6.0,39.0,9.73090339367,2,6,0
6.0,42.0,11.6214304738,2,6,0
6.0,45.0,13.0846454682,2,6,0
6.0,48.0,12.5800591884,2,6,0
6.0,51.0,9.79827691798,2,6,0
6.0,54.0,9.27593364161,2,6,0
6.0,57.0,6.70953607188,2,3,0
6.0,60.0,4.94501617073,2,3,0
6.0,63.0,5.62017304813,2,6,0
6.0,66.0,7.02950724079,2,6,0
6.0,69.0,5.99283655608,2,6,0
6.0,72.0,4.14275232235,2,6,0
6.0,75.0,2.11577091657,2,6,0
6.0,78.0,0.746251742246,2,6,0
6.0,81.0,0.752614630252,2,6,0
6.0,84.0,0.130119005325,2,6,0
6,87,0,1,6,0
6,90,0,1,6,0
6,93,0,1,6,0
6,96,0,1,6,0
