4118.563746,-4273.985812,0.0
4118.563746,-4095.229105,0.0
4118.563746,-3916.472398,0.0
4118.563746,-3201.445571,0.0
4118.563746,-2843.932158,0.0
4118.563746,-2665.175451,0.0
4118.563746,-2486.418744,0.0
4118.563746,-1771.391917,0.0
4118.563746,-1592.63521,0.0
4118.563746,-1413.878503,0.0
4118.563746,-1056.36509,0.0
4118.563746,-877.608383,0.0
4118.563746,-520.094969,0.0
4118.563746,-341.338263,0.0
4118.563746,-162.581556,0.0
4118.563746,16.175151,0.0
4118.563746,373.688565,0.0
4118.563746,909.958685,0.0
4118.563746,1088.715392,-2.4622e-7
3969.599824,-4273.985812,0.0
3969.599824,-3737.715692,0.0
3969.599824,-3558.958985,0.0
3969.599824,-3380.202278,0.0
3969.599824,-3022.688864,0.0
3969.599824,-2307.662037,0.0
3969.599824,-1771.391917,0.0
3969.599824,-1592.63521,0.0
3969.599824,-1413.878503,0.0
3969.599824,-1056.36509,0.0
3969.599824,-877.608383,0.0
3969.599824,-520.094969,0.0
3969.599824,-341.338263,0.0
3969.599824,-162.581556,0.0
3969.599824,16.175151,0.0
3969.599824,373.688565,0.0
3969.599824,552.445271,0.0
3969.599824,731.201978,0.0
3820.635902,-4452.742519,0.0
3820.635902,-4273.985812,0.0
3820.635902,-3737.715692,0.0
3820.635902,-3558.958985,0.0
3820.635902,-3380.202278,0.0
3820.635902,-3022.688864,0.0
3820.635902,-2307.662037,0.0
3820.635902,-2128.90533,0.0
3820.635902,-1771.391917,0.0
3820.635902,-1592.63521,0.0
3820.635902,-1413.878503,0.0
3820.635902,-1235.121797,0.0
3820.635902,-877.608383,0.0
3820.635902,-698.851676,0.0
3820.635902,-520.094969,0.0
3820.635902,-341.338263,0.0
3820.635902,-162.581556,0.0
3820.635902,194.931858,0.0
3820.635902,552.445271,0.0
3820.635902,731.201978,0.0
3671.67198,-4452.742519,0.0
3671.67198,-4095.229105,0.0
3671.67198,-3916.472398,0.0
3671.67198,-3201.445571,-5.891e-11
3671.67198,-2843.932158,0.0
3671.67198,-2665.175451,0.0
3671.67198,-2486.418744,0.0
3671.67198,-1950.148624,0.0
3671.67198,-1056.36509,0.0
3671.67198,16.175151,0.0
3671.67198,194.931858,0.0
3671.67198,373.688565,0.0
3671.67198,909.958685,0.0
3671.67198,1088.715392,-0.000066
3522.708057,-4273.985812,0.0
3522.708057,-3737.715692,0.0
